Timestamp,range,velocity,correlation,evaluation,rssi
1.44755E+18,"[3.3299999237060547, 3.4700000286102295, 3.319999933242798, 3.4600000381469727]","[-0.12700000405311584, -0.23400001227855682, -0.006000000052154064, -0.003000000026077032]","[0.8901961445808411, 0.874509871006012, 0.9803922176361084, 0.9450981020927429]","[0.20784315466880798, 0.16470588743686676, 0.19215688109397888, 0.2196078598499298]","[70.19999694824219, 69.29999542236328, 65.25, 69.75]"
1.44755E+18,"[3.2899999618530273, 3.4600000381469727, 3.3299999237060547, 3.429999828338623]","[-0.13100001215934753, -0.24800001084804535, 0.00800000037997961, -0.0020000000949949026]","[0.9568628072738647, 0.960784375667572, 0.9019608497619629, 0.9960784912109375]","[0.24705883860588074, 0.18431372940540314, 0.1882353127002716, 0.16862745583057404]","[74.69999694824219, 72.0, 66.1500015258789, 65.69999694824219]"
1.44755E+18,"[3.2300000190734863, 3.5299999713897705, 3.369999885559082, 3.419999837875366]","[-0.12800000607967377, -0.23100000619888306, 0.007000000216066837, 0.0]","[0.9254902601242065, 0.9490196704864502, 0.8980392813682556, 0.9294118285179138]","[0.2352941334247589, 0.1568627506494522, 0.20000001788139343, 0.2039215862751007]","[72.9000015258789, 67.94999694824219, 68.4000015258789, 67.5]"
1.44755E+18,"[3.259999990463257, 3.5299999713897705, 3.379999876022339, 3.4099998474121094]","[-0.14300000667572021, -0.289000004529953, 0.01900000125169754, 0.0010000000474974513]","[0.8980392813682556, 0.988235354423523, 0.874509871006012, 0.9372549653053284]","[0.2549019753932953, 0.18039216101169586, 0.1725490242242813, 0.20000001788139343]","[75.5999984741211, 69.75, 65.69999694824219, 68.8499984741211]"
1.44755E+18,"[3.2300000190734863, 3.5799999237060547, 3.429999828338623, 3.359999895095825]","[-0.1680000126361847, -0.3290000259876251, 0.026000000536441803, 0.0]","[1.0, 1.0, 0.9529412388801575, 0.8823530077934265]","[0.2352941334247589, 0.14901961386203766, 0.16862745583057404, 0.2196078598499298]","[72.44999694824219, 68.8499984741211, 64.79999542236328, 70.19999694824219]"
1.44755E+18,"[3.2200000286102295, 3.629999876022339, 3.419999837875366, 3.379999876022339]","[-0.1469999998807907, -0.2840000092983246, 0.015000000596046448, 0.005000000353902578]","[0.8980392813682556, 0.8862745761871338, 0.917647123336792, 0.9372549653053284]","[0.23137256503105164, 0.14509804546833038, 0.1411764770746231, 0.16078431904315948]","[73.3499984741211, 67.94999694824219, 63.44999694824219, 63.0]"
1.44755E+18,"[3.2200000286102295, nan, 3.429999828338623, 3.379999876022339]","[-0.1300000101327896, -0.31200000643730164, 0.021000001579523087, nan]","[0.8823530077934265, 0.0, 1.0, 0.9960784912109375]","[0.2392157018184662, 0.0, 0.16470588743686676, 0.18039216101169586]","[75.1500015258789, 0.0, 67.5, 66.5999984741211]"
1.44755E+18,"[3.2200000286102295, 3.6599998474121094, 3.4499998092651367, 3.379999876022339]","[-0.14300000667572021, -0.32200002670288086, 0.024000000208616257, -0.006000000052154064]","[1.0, 0.9960784912109375, 0.8901961445808411, 0.8705883026123047]","[0.23137256503105164, 0.18039216101169586, 0.16078431904315948, 0.18431372940540314]","[73.79999542236328, 72.0, 66.5999984741211, 66.1500015258789]"
1.44755E+18,"[3.18999981880188, nan, 3.419999837875366, 3.379999876022339]","[-0.11700000613927841, -0.27900001406669617, 0.01600000075995922, nan]","[0.9372549653053284, 0.0, 0.8901961445808411, 0.960784375667572]","[0.25882354378700256, 0.0, 0.18039216101169586, 0.20784315466880798]","[74.25, 0.0, 66.5999984741211, 69.29999542236328]"
1.44755E+18,"[3.18999981880188, nan, 3.4099998474121094, 3.369999885559082]","[-0.07600000500679016, -0.2750000059604645, 0.015000000596046448, nan]","[0.874509871006012, 0.0, 0.9294118285179138, 0.9490196704864502]","[0.2392157018184662, 0.0, 0.12941177189350128, 0.2039215862751007]","[74.69999694824219, 0.0, 63.89999771118164, 71.0999984741211]"
1.44755E+18,"[3.2100000381469727, 3.7200000286102295, 3.5199999809265137, 3.3299999237060547]","[-0.09100000560283661, -0.2630000114440918, 0.003000000026077032, 0.0]","[1.0, 0.9254902601242065, 0.9960784912109375, 1.0]","[0.2392157018184662, 0.11764706671237946, 0.1568627506494522, 0.22745099663734436]","[73.3499984741211, 66.1500015258789, 65.69999694824219, 71.54999542236328]"
1.44755E+18,"[3.18999981880188, 3.5799999237060547, 3.4800000190734863, 3.3299999237060547]","[-0.09400000423192978, -0.2580000162124634, 0.010000000707805157, 0.009000000543892384]","[0.8980392813682556, 0.9921569228172302, 0.8705883026123047, 0.8823530077934265]","[0.2352941334247589, 0.15294118225574493, 0.16470588743686676, 0.1882353127002716]","[71.54999542236328, 68.8499984741211, 65.25, 63.89999771118164]"
1.44755E+18,"[3.259999990463257, 3.3999998569488525, 3.4099998474121094, 3.359999895095825]","[-0.08500000089406967, -0.2600000202655792, 0.004000000189989805, 0.0]","[0.9137255549430847, 0.9843137860298157, 0.8784314393997192, 0.9137255549430847]","[0.22745099663734436, 0.12941177189350128, 0.13725490868091583, 0.18431372940540314]","[72.9000015258789, 66.5999984741211, 67.5, 68.8499984741211]"
1.44755E+18,"[3.319999933242798, 3.5, 3.359999895095825, 3.429999828338623]","[-0.09300000220537186, -0.26600000262260437, -0.005000000353902578, -0.0020000000949949026]","[0.9215686917304993, 0.8823530077934265, 0.9294118285179138, 0.8823530077934265]","[0.2196078598499298, 0.19215688109397888, 0.16470588743686676, 0.16862745583057404]","[71.54999542236328, 71.54999542236328, 66.5999984741211, 63.44999694824219]"
1.44755E+18,"[3.319999933242798, 3.4499998092651367, 3.3299999237060547, 3.4499998092651367]","[-0.09100000560283661, -0.2550000250339508, 0.006000000052154064, -0.004000000189989805]","[1.0, 0.8823530077934265, 0.8823530077934265, 0.9294118285179138]","[0.23137256503105164, 0.16470588743686676, 0.1764705926179886, 0.20000001788139343]","[72.9000015258789, 68.4000015258789, 64.79999542236328, 68.8499984741211]"
1.44755E+18,"[3.309999942779541, nan, 3.3299999237060547, 3.4499998092651367]","[-0.08700000494718552, -0.26200002431869507, 0.013000000268220901, nan]","[0.8784314393997192, 0.0, 0.874509871006012, 0.9333333969116211]","[0.20000001788139343, 0.0, 0.19215688109397888, 0.1882353127002716]","[70.6500015258789, 0.0, 70.19999694824219, 70.19999694824219]"
1.44755E+18,"[3.2899999618530273, 3.509999990463257, 3.359999895095825, 3.429999828338623]","[-0.09400000423192978, -0.2639999985694885, 0.005000000353902578, 0.0010000000474974513]","[0.9686275124549866, 0.9568628072738647, 0.9843137860298157, 0.9333333969116211]","[0.2039215862751007, 0.1882353127002716, 0.19215688109397888, 0.20784315466880798]","[72.0, 72.9000015258789, 68.4000015258789, 68.4000015258789]"
1.44755E+18,"[3.2899999618530273, 3.5299999713897705, 3.369999885559082, 3.379999876022339]","[-0.10700000822544098, -0.2510000169277191, 0.012000000104308128, 0.0020000000949949026]","[0.9411765336990356, 0.9647059440612793, 0.9254902601242065, 0.9764706492424011]","[0.24705883860588074, 0.19607844948768616, 0.1764705926179886, 0.2039215862751007]","[75.5999984741211, 72.0, 65.25, 70.19999694824219]"
1.44755E+18,"[3.3299999237060547, 3.429999828338623, 3.369999885559082, 3.4099998474121094]","[-0.11300000548362732, -0.24800001084804535, 0.01100000087171793, -0.01100000087171793]","[0.9529412388801575, 0.988235354423523, 0.917647123336792, 0.9098039865493774]","[0.20784315466880798, 0.14509804546833038, 0.14509804546833038, 0.19215688109397888]","[71.0999984741211, 67.94999694824219, 63.0, 67.94999694824219]"
1.44755E+18,"[3.3399999141693115, 3.4499998092651367, 3.369999885559082, 3.419999837875366]","[-0.11000000685453415, -0.2800000011920929, 0.010000000707805157, -0.006000000052154064]","[0.9294118285179138, 0.8627451658248901, 0.8705883026123047, 1.0]","[0.2039215862751007, 0.18039216101169586, 0.18431372940540314, 0.20000001788139343]","[71.0999984741211, 69.29999542236328, 67.94999694824219, 67.5]"
1.44755E+18,"[3.309999942779541, 3.4800000190734863, 3.379999876022339, 3.3999998569488525]","[-0.12800000607967377, -0.29200002551078796, 0.01600000075995922, -0.003000000026077032]","[0.8901961445808411, 0.8705883026123047, 0.9098039865493774, 0.960784375667572]","[0.20000001788139343, 0.19215688109397888, 0.16078431904315948, 0.2196078598499298]","[71.54999542236328, 70.19999694824219, 64.3499984741211, 69.75]"
1.44755E+18,"[3.309999942779541, 3.4700000286102295, 3.379999876022339, 3.359999895095825]","[-0.12700000405311584, -0.30800002813339233, 0.009000000543892384, -0.007000000216066837]","[0.8784314393997192, 0.9960784912109375, 0.9490196704864502, 0.9529412388801575]","[0.2352941334247589, 0.20000001788139343, 0.18431372940540314, 0.21176472306251526]","[72.9000015258789, 72.0, 68.8499984741211, 68.8499984741211]"
1.44755E+18,"[3.2699999809265137, 3.5799999237060547, 3.379999876022339, 3.419999837875366]","[-0.1210000067949295, -0.3100000023841858, 0.009000000543892384, 0.0020000000949949026]","[0.8901961445808411, 0.917647123336792, 0.9411765336990356, 0.9294118285179138]","[0.2352941334247589, 0.18431372940540314, 0.16862745583057404, 0.1764705926179886]","[74.25, 70.19999694824219, 66.5999984741211, 64.79999542236328]"
1.44755E+18,"[3.2699999809265137, 3.569999933242798, 3.379999876022339, 3.429999828338623]","[-0.11700000613927841, -0.29600000381469727, 0.010000000707805157, -0.006000000052154064]","[0.874509871006012, 1.0, 1.0, 0.8901961445808411]","[0.250980406999588, 0.16078431904315948, 0.16862745583057404, 0.21176472306251526]","[74.69999694824219, 64.3499984741211, 66.1500015258789, 71.0999984741211]"
1.44755E+18,"[3.2799999713897705, 3.5299999713897705, 3.3399999141693115, 3.4600000381469727]","[-0.10500000417232513, -0.29100000858306885, 0.013000000268220901, -0.005000000353902578]","[0.8705883026123047, 0.8980392813682556, 0.9647059440612793, 1.0]","[0.21176472306251526, 0.19215688109397888, 0.18039216101169586, 0.18039216101169586]","[69.75, 68.8499984741211, 67.94999694824219, 66.1500015258789]"
1.44755E+18,"[3.2200000286102295, 3.559999942779541, 3.3399999141693115, 3.4499998092651367]","[-0.09200000762939453, -0.281000018119812, 0.005000000353902578, 0.005000000353902578]","[0.9529412388801575, 0.9450981020927429, 0.9019608497619629, 0.8666667342185974]","[0.24705883860588074, 0.11372549831867218, 0.18431372940540314, 0.18039216101169586]","[73.79999542236328, 62.099998474121094, 68.8499984741211, 67.94999694824219]"
1.44755E+18,"[3.2300000190734863, 3.5999999046325684, 3.359999895095825, 3.419999837875366]","[-0.0820000022649765, -0.2770000100135803, 0.013000000268220901, 0.003000000026077032]","[0.9490196704864502, 0.874509871006012, 0.8980392813682556, 0.9647059440612793]","[0.24705883860588074, 0.1568627506494522, 0.1764705926179886, 0.18039216101169586]","[73.3499984741211, 64.79999542236328, 69.75, 66.5999984741211]"
1.44755E+18,"[3.2200000286102295, 3.619999885559082, 3.4499998092651367, 3.379999876022339]","[-0.046000003814697266, -0.30000001192092896, 0.021000001579523087, 0.01100000087171793]","[0.8901961445808411, 0.9647059440612793, 0.9019608497619629, 0.9098039865493774]","[0.2392157018184662, 0.16470588743686676, 0.1411764770746231, 0.1882353127002716]","[73.79999542236328, 68.4000015258789, 66.5999984741211, 67.04999542236328]"
1.44755E+18,"[3.179999828338623, 3.7200000286102295, 3.609999895095825, 3.309999942779541]","[-0.036000002175569534, -0.26500001549720764, 0.007000000216066837, 0.003000000026077032]","[0.9215686917304993, 0.9450981020927429, 0.8666667342185974, 0.9333333969116211]","[0.25882354378700256, 0.16862745583057404, 0.11372549831867218, 0.22352942824363708]","[75.5999984741211, 67.94999694824219, 63.44999694824219, 69.75]"
1.44755E+18,"[3.2100000381469727, 3.6499998569488525, 3.549999952316284, 3.319999933242798]","[0.02200000174343586, -0.22600001096725464, 0.009000000543892384, 0.009000000543892384]","[0.9098039865493774, 0.9215686917304993, 0.9568628072738647, 0.9215686917304993]","[0.22745099663734436, 0.1725490242242813, 0.14509804546833038, 0.20784315466880798]","[72.9000015258789, 68.4000015258789, 65.69999694824219, 67.5]"
1.44755E+18,"[3.240000009536743, 3.609999895095825, 3.5199999809265137, 3.309999942779541]","[0.08000000566244125, -0.21000000834465027, 0.00800000037997961, 0.0]","[0.9725490808486938, 0.9647059440612793, 0.8862745761871338, 0.9490196704864502]","[0.2352941334247589, 0.1882353127002716, 0.13725490868091583, 0.21568629145622253]","[72.0, 69.75, 65.69999694824219, 67.94999694824219]"
1.44755E+18,"[3.2100000381469727, 3.669999837875366, 3.5, 3.3399999141693115]","[0.05100000277161598, -0.21000000834465027, 0.010000000707805157, -0.003000000026077032]","[0.9647059440612793, 0.9686275124549866, 0.9372549653053284, 0.9686275124549866]","[0.24705883860588074, 0.13333334028720856, 0.16078431904315948, 0.22352942824363708]","[76.04999542236328, 63.44999694824219, 69.29999542236328, 70.19999694824219]"
1.44755E+18,"[3.240000009536743, 3.619999885559082, 3.419999837875366, 3.429999828338623]","[0.04100000113248825, -0.20800000429153442, 0.017000000923871994, 0.003000000026077032]","[0.9450981020927429, 0.9764706492424011, 0.9254902601242065, 0.9254902601242065]","[0.2196078598499298, 0.1725490242242813, 0.15294118225574493, 0.2196078598499298]","[71.0999984741211, 67.04999542236328, 67.94999694824219, 70.19999694824219]"
1.44755E+18,"[3.2699999809265137, 3.5299999713897705, 3.3399999141693115, 3.4800000190734863]","[0.05000000074505806, -0.21000000834465027, 0.018000001087784767, -0.0010000000474974513]","[0.9647059440612793, 0.9568628072738647, 0.9019608497619629, 0.9490196704864502]","[0.22745099663734436, 0.19607844948768616, 0.14901961386203766, 0.1764705926179886]","[72.0, 70.19999694824219, 65.25, 68.8499984741211]"
1.44755E+18,"[3.2899999618530273, 3.5199999809265137, 3.309999942779541, 3.509999990463257]","[0.04800000041723251, -0.16900001466274261, 0.0, 0.005000000353902578]","[0.9647059440612793, 0.9372549653053284, 0.9490196704864502, 0.9450981020927429]","[0.22352942824363708, 0.15294118225574493, 0.14901961386203766, 0.18431372940540314]","[71.54999542236328, 66.1500015258789, 67.04999542236328, 68.4000015258789]"
1.44755E+18,"[3.3299999237060547, 3.4700000286102295, 3.240000009536743, 3.5799999237060547]","[0.08900000154972076, -0.14400000870227814, 0.007000000216066837, -0.0020000000949949026]","[0.9254902601242065, 0.9647059440612793, 1.0, 0.9960784912109375]","[0.21568629145622253, 0.15294118225574493, 0.16078431904315948, 0.15294118225574493]","[72.0, 67.04999542236328, 68.8499984741211, 67.04999542236328]"
1.44755E+18,"[3.319999933242798, 3.509999990463257, 3.3299999237060547, 3.4499998092651367]","[0.11500000208616257, -0.13500000536441803, 0.009000000543892384, 0.0]","[0.9764706492424011, 0.9921569228172302, 0.960784375667572, 0.960784375667572]","[0.2392157018184662, 0.1725490242242813, 0.16078431904315948, 0.18039216101169586]","[74.69999694824219, 68.8499984741211, 67.5, 69.29999542236328]"
1.44755E+18,"[3.2799999713897705, 3.5299999713897705, 3.369999885559082, 3.4600000381469727]","[0.09100000560283661, -0.11500000208616257, 0.005000000353902578, 0.0]","[0.9450981020927429, 0.9568628072738647, 1.0, 0.8705883026123047]","[0.25882354378700256, 0.16862745583057404, 0.125490203499794, 0.19215688109397888]","[74.69999694824219, 69.75, 65.69999694824219, 68.4000015258789]"
1.44755E+18,"[3.259999990463257, 3.509999990463257, 3.3299999237060547, 3.379999876022339]","[0.14500001072883606, -0.10600000619888306, -0.005000000353902578, 0.00800000037997961]","[0.9568628072738647, 0.9372549653053284, 0.9254902601242065, 0.874509871006012]","[0.21176472306251526, 0.2039215862751007, 0.15294118225574493, 0.1725490242242813]","[72.44999694824219, 72.0, 68.4000015258789, 68.8499984741211]"
1.44755E+18,"[3.2899999618530273, 3.5199999809265137, 3.379999876022339, 3.4099998474121094]","[0.15800000727176666, -0.1300000101327896, 0.027000000700354576, -0.0020000000949949026]","[0.8666667342185974, 0.988235354423523, 0.9254902601242065, 0.9215686917304993]","[0.21176472306251526, 0.18431372940540314, 0.14901961386203766, 0.18039216101169586]","[71.54999542236328, 70.6500015258789, 67.5, 66.1500015258789]"
1.44755E+18,"[3.2899999618530273, 3.4800000190734863, 3.379999876022339, 3.4099998474121094]","[0.14600001275539398, -0.10500000417232513, 0.010000000707805157, 0.005000000353902578]","[0.9215686917304993, 0.988235354423523, 0.9137255549430847, 0.917647123336792]","[0.21568629145622253, 0.20000001788139343, 0.14509804546833038, 0.19215688109397888]","[72.9000015258789, 70.19999694824219, 70.6500015258789, 68.8499984741211]"
1.44755E+18,"[3.2699999809265137, 3.5199999809265137, 3.3299999237060547, 3.5]","[0.17100000381469727, -0.08700000494718552, -0.014000000432133675, 0.003000000026077032]","[0.9372549653053284, 0.8941177129745483, 0.9137255549430847, 0.9411765336990356]","[0.21176472306251526, 0.1764705926179886, 0.14509804546833038, 0.18431372940540314]","[71.0999984741211, 68.4000015258789, 70.6500015258789, 68.4000015258789]"
