Timestamp,range,velocity,correlation,evaluation,rssi
1.44755E+18,"[3.1399998664855957, 3.359999895095825, 3.169999837875366, 3.359999895095825]","[-0.06400000303983688, 0.06200000271201134, -0.012000000104308128, -0.004000000189989805]","[0.9686275124549866, 0.9568628072738647, 0.9725490808486938, 0.9725490808486938]","[0.2352941334247589, 0.22352942824363708, 0.2039215862751007, 0.16862745583057404]","[72.0, 72.9000015258789, 68.4000015258789, 67.94999694824219]"
1.44755E+18,"[3.129999876022339, 3.3999998569488525, 3.109999895095825, 3.4800000190734863]","[-0.08300000429153442, 0.055000003427267075, -0.01100000087171793, 0.0020000000949949026]","[0.9686275124549866, 0.9490196704864502, 0.9686275124549866, 0.9843137860298157]","[0.22745099663734436, 0.21568629145622253, 0.2039215862751007, 0.18431372940540314]","[70.6500015258789, 71.54999542236328, 69.29999542236328, 68.8499984741211]"
1.44755E+18,"[3.179999828338623, 3.429999828338623, 3.119999885559082, 3.559999942779541]","[-0.06700000166893005, 0.05900000408291817, -0.023000001907348633, 0.003000000026077032]","[0.9921569228172302, 0.960784375667572, 0.9568628072738647, 0.9843137860298157]","[0.21568629145622253, 0.18431372940540314, 0.18431372940540314, 0.13333334028720856]","[70.6500015258789, 67.04999542236328, 67.04999542236328, 64.3499984741211]"
1.44755E+18,"[3.18999981880188, 3.4600000381469727, 3.1399998664855957, 3.5199999809265137]","[-0.0820000022649765, 0.03800000250339508, -0.02500000037252903, -0.006000000052154064]","[0.9843137860298157, 0.9333333969116211, 0.9647059440612793, 0.9921569228172302]","[0.250980406999588, 0.19607844948768616, 0.22745099663734436, 0.16862745583057404]","[73.79999542236328, 70.6500015258789, 70.6500015258789, 68.8499984741211]"
1.44755E+18,"[3.179999828338623, 3.4499998092651367, 3.1599998474121094, 3.419999837875366]","[-0.11500000208616257, 0.01600000075995922, -0.020000001415610313, -0.0020000000949949026]","[0.960784375667572, 0.9137255549430847, 0.9529412388801575, 0.9647059440612793]","[0.24313727021217346, 0.2196078598499298, 0.23137256503105164, 0.1882353127002716]","[72.0, 73.3499984741211, 71.0999984741211, 69.29999542236328]"
1.44755E+18,"[3.18999981880188, 3.429999828338623, 3.2100000381469727, 3.3999998569488525]","[-0.12600000202655792, 0.021000001579523087, -0.03100000135600567, 0.0020000000949949026]","[0.988235354423523, 0.9529412388801575, 0.9764706492424011, 0.9294118285179138]","[0.27843138575553894, 0.2039215862751007, 0.2039215862751007, 0.19607844948768616]","[76.5, 70.6500015258789, 68.8499984741211, 70.19999694824219]"
1.44755E+18,"[3.2300000190734863, 3.429999828338623, 3.2300000190734863, 3.3999998569488525]","[-0.1860000044107437, -0.00800000037997961, -0.02500000037252903, -0.006000000052154064]","[0.9843137860298157, 0.9372549653053284, 0.9764706492424011, 0.9333333969116211]","[0.2352941334247589, 0.22352942824363708, 0.19215688109397888, 0.19607844948768616]","[72.44999694824219, 73.3499984741211, 67.04999542236328, 69.75]"
1.44755E+18,"[3.240000009536743, 3.4499998092651367, 3.2300000190734863, 3.3999998569488525]","[-0.16900001466274261, -0.018000001087784767, -0.012000000104308128, 0.007000000216066837]","[0.9725490808486938, 0.9725490808486938, 0.9647059440612793, 0.9019608497619629]","[0.25882354378700256, 0.1882353127002716, 0.22352942824363708, 0.1725490242242813]","[75.5999984741211, 67.94999694824219, 69.75, 69.29999542236328]"
1.44755E+18,"[3.240000009536743, 3.4499998092651367, 3.2699999809265137, 3.369999885559082]","[-0.17000000178813934, -0.004000000189989805, -0.02800000086426735, -0.003000000026077032]","[0.9647059440612793, 0.9490196704864502, 0.9647059440612793, 0.9411765336990356]","[0.25882354378700256, 0.23137256503105164, 0.20784315466880798, 0.16862745583057404]","[73.3499984741211, 72.0, 69.29999542236328, 63.44999694824219]"
1.44755E+18,"[3.259999990463257, 3.4800000190734863, 3.2899999618530273, 3.3999998569488525]","[-0.16900001466274261, 0.036000002175569534, -0.030000001192092896, -0.012000000104308128]","[0.8980392813682556, 0.9450981020927429, 0.9764706492424011, 1.0]","[0.250980406999588, 0.22352942824363708, 0.22352942824363708, 0.1882353127002716]","[72.9000015258789, 72.9000015258789, 70.19999694824219, 68.4000015258789]"
1.44755E+18,"[3.2799999713897705, 3.5, 3.309999942779541, 3.4099998474121094]","[-0.15000000596046448, 0.07600000500679016, -0.017000000923871994, -0.0020000000949949026]","[0.9529412388801575, 0.9725490808486938, 0.9686275124549866, 0.9450981020927429]","[0.2352941334247589, 0.18431372940540314, 0.20784315466880798, 0.19215688109397888]","[73.79999542236328, 69.29999542236328, 68.8499984741211, 69.75]"
1.44755E+18,"[3.309999942779541, 3.4600000381469727, 3.2899999618530273, 3.419999837875366]","[-0.16700001060962677, 0.08100000023841858, -0.013000000268220901, -0.0020000000949949026]","[0.9450981020927429, 0.9490196704864502, 0.9490196704864502, 0.9137255549430847]","[0.23137256503105164, 0.21176472306251526, 0.21176472306251526, 0.2196078598499298]","[73.79999542236328, 70.6500015258789, 67.04999542236328, 71.54999542236328]"
1.44755E+18,"[3.359999895095825, 3.4499998092651367, 3.2799999713897705, 3.3999998569488525]","[-0.18400001525878906, 0.07300000637769699, -0.007000000216066837, -0.009000000543892384]","[0.8980392813682556, 0.9333333969116211, 0.9372549653053284, 0.9960784912109375]","[0.22745099663734436, 0.1882353127002716, 0.20000001788139343, 0.19215688109397888]","[73.79999542236328, 70.19999694824219, 68.8499984741211, 70.19999694824219]"
1.44755E+18,"[3.3299999237060547, 3.429999828338623, 3.3399999141693115, 3.369999885559082]","[-0.1990000158548355, 0.07600000500679016, 0.010000000707805157, -0.003000000026077032]","[0.9333333969116211, 0.9215686917304993, 0.9215686917304993, 0.9372549653053284]","[0.2392157018184662, 0.21176472306251526, 0.22352942824363708, 0.16078431904315948]","[72.44999694824219, 71.54999542236328, 69.75, 65.69999694824219]"
1.44755E+18,"[3.4099998474121094, 3.419999837875366, 3.359999895095825, 3.429999828338623]","[-0.21000000834465027, 0.07100000232458115, 0.02200000174343586, -0.009000000543892384]","[0.9333333969116211, 0.8784314393997192, 0.8941177129745483, 1.0]","[0.21176472306251526, 0.20000001788139343, 0.20000001788139343, 0.19215688109397888]","[71.0999984741211, 69.29999542236328, 67.04999542236328, 68.4000015258789]"
1.44755E+18,"[3.3999998569488525, 3.4099998474121094, 3.359999895095825, 3.429999828338623]","[-0.1730000078678131, 0.0950000062584877, 0.009000000543892384, 0.0]","[0.9490196704864502, 0.8862745761871338, 0.8941177129745483, 0.9098039865493774]","[0.21176472306251526, 0.20784315466880798, 0.1882353127002716, 0.16470588743686676]","[72.0, 69.29999542236328, 66.1500015258789, 63.44999694824219]"
1.44755E+18,"[3.369999885559082, 3.429999828338623, 3.369999885559082, 3.3999998569488525]","[-0.20600001513957977, 0.049000002443790436, 0.009000000543892384, -0.007000000216066837]","[0.9450981020927429, 0.8980392813682556, 0.9254902601242065, 0.960784375667572]","[0.19607844948768616, 0.19215688109397888, 0.20000001788139343, 0.20000001788139343]","[71.0999984741211, 69.75, 67.5, 69.75]"
1.44755E+18,"[3.379999876022339, 3.4600000381469727, 3.369999885559082, 3.4099998474121094]","[-0.22500000894069672, 0.036000002175569534, 0.03200000151991844, -0.0010000000474974513]","[0.9490196704864502, 0.9490196704864502, 0.9098039865493774, 0.9568628072738647]","[0.19215688109397888, 0.1568627506494522, 0.21176472306251526, 0.21176472306251526]","[69.29999542236328, 63.0, 67.94999694824219, 69.75]"
1.44755E+18,"[3.319999933242798, 3.4600000381469727, 3.369999885559082, 3.3999998569488525]","[-0.23100000619888306, 0.036000002175569534, 0.027000000700354576, -0.0020000000949949026]","[0.9647059440612793, 0.8627451658248901, 0.9450981020927429, 0.9411765336990356]","[0.19607844948768616, 0.2196078598499298, 0.21176472306251526, 0.20784315466880798]","[69.29999542236328, 72.0, 67.94999694824219, 69.75]"
1.44755E+18,"[3.369999885559082, 3.4499998092651367, 3.359999895095825, 3.429999828338623]","[-0.22800001502037048, 0.04100000113248825, 0.02800000086426735, 0.0010000000474974513]","[0.9058824181556702, 0.917647123336792, 0.8823530077934265, 0.8627451658248901]","[0.20784315466880798, 0.1764705926179886, 0.20784315466880798, 0.21176472306251526]","[68.8499984741211, 67.04999542236328, 68.8499984741211, 67.94999694824219]"
1.44755E+18,"[3.379999876022339, 3.359999895095825, 3.359999895095825, 3.059999942779541]","[-0.21300001442432404, 0.030000001192092896, 0.02500000037252903, 0.009000000543892384]","[0.9098039865493774, 1.0, 0.9294118285179138, 0.9411765336990356]","[0.19215688109397888, 0.18431372940540314, 0.21176472306251526, 0.12941177189350128]","[69.29999542236328, 68.4000015258789, 68.8499984741211, 60.75]"
1.44755E+18,"[3.319999933242798, 3.4099998474121094, 3.369999885559082, nan]","[-0.22500000894069672, 0.03500000014901161, 0.01100000087171793, nan]","[0.9019608497619629, 0.8705883026123047, 0.9725490808486938, 0.0]","[0.19215688109397888, 0.1764705926179886, 0.1725490242242813, 0.0]","[69.75, 67.94999694824219, 63.89999771118164, 0.0]"
1.44755E+18,"[3.309999942779541, 3.429999828338623, 3.4099998474121094, 3.169999837875366]","[-0.20400001108646393, 0.0560000017285347, 0.01100000087171793, 0.003000000026077032]","[0.9490196704864502, 0.9058824181556702, 0.9254902601242065, 0.988235354423523]","[0.23137256503105164, 0.16862745583057404, 0.1725490242242813, 0.1411764770746231]","[73.3499984741211, 67.5, 66.1500015258789, 60.29999923706055]"
1.44755E+18,"[3.3299999237060547, 3.4099998474121094, 3.419999837875366, 3.2899999618530273]","[-0.19300000369548798, 0.06599999964237213, 0.007000000216066837, 0.00800000037997961]","[0.9647059440612793, 0.9098039865493774, 0.9568628072738647, 0.9647059440612793]","[0.21176472306251526, 0.12156863510608673, 0.1882353127002716, 0.1882353127002716]","[71.0999984741211, 65.25, 67.94999694824219, 66.5999984741211]"
1.44755E+18,"[3.359999895095825, 3.359999895095825, 3.3999998569488525, 3.240000009536743]","[-0.07100000232458115, 0.0860000029206276, -0.039000000804662704, 0.09200000762939453]","[0.9529412388801575, 0.9529412388801575, 0.9411765336990356, 0.9372549653053284]","[0.22745099663734436, 0.19607844948768616, 0.1882353127002716, 0.1098039299249649]","[74.69999694824219, 69.75, 67.04999542236328, 56.69999694824219]"
1.44755E+18,"[3.369999885559082, 3.379999876022339, 3.3999998569488525, 3.369999885559082]","[-0.17900000512599945, 0.0430000014603138, 0.003000000026077032, 0.004000000189989805]","[0.9411765336990356, 0.9333333969116211, 0.9411765336990356, 0.9529412388801575]","[0.21176472306251526, 0.19215688109397888, 0.19607844948768616, 0.21568629145622253]","[71.54999542236328, 71.0999984741211, 69.75, 70.19999694824219]"
1.44755E+18,"[3.359999895095825, 3.319999933242798, 3.4099998474121094, 3.259999990463257]","[-0.14100000262260437, 0.04400000348687172, -0.004000000189989805, 0.014000000432133675]","[0.9333333969116211, 0.9411765336990356, 0.9450981020927429, 0.988235354423523]","[0.2196078598499298, 0.1764705926179886, 0.18431372940540314, 0.19215688109397888]","[72.9000015258789, 68.4000015258789, 66.1500015258789, 67.94999694824219]"
1.44755E+18,"[3.359999895095825, 3.379999876022339, 3.4499998092651367, 3.2699999809265137]","[-0.16100001335144043, 0.02800000086426735, -0.009000000543892384, 0.0]","[0.9764706492424011, 0.9294118285179138, 0.9529412388801575, 0.9372549653053284]","[0.20784315466880798, 0.16862745583057404, 0.1568627506494522, 0.14901961386203766]","[71.0999984741211, 68.8499984741211, 64.3499984741211, 63.44999694824219]"
1.44755E+18,"[3.3399999141693115, 3.379999876022339, 3.419999837875366, 3.3399999141693115]","[-0.15700000524520874, 0.010000000707805157, -0.010000000707805157, 0.004000000189989805]","[0.960784375667572, 0.9647059440612793, 0.9450981020927429, 0.9411765336990356]","[0.16862745583057404, 0.19607844948768616, 0.19215688109397888, 0.19607844948768616]","[65.25, 72.44999694824219, 67.04999542236328, 66.1500015258789]"
1.44755E+18,"[3.3299999237060547, 3.4099998474121094, 3.359999895095825, 3.359999895095825]","[-0.1420000046491623, 0.02500000037252903, -0.026000000536441803, -0.0010000000474974513]","[0.9843137860298157, 0.9725490808486938, 0.9647059440612793, 0.917647123336792]","[0.21568629145622253, 0.18039216101169586, 0.19607844948768616, 0.2196078598499298]","[71.54999542236328, 70.6500015258789, 66.5999984741211, 70.6500015258789]"
1.44755E+18,"[3.359999895095825, 3.4499998092651367, 3.3299999237060547, 3.4600000381469727]","[-0.1770000010728836, 0.052000001072883606, -0.003000000026077032, -0.004000000189989805]","[0.917647123336792, 0.9294118285179138, 0.9490196704864502, 0.9490196704864502]","[0.18039216101169586, 0.13725490868091583, 0.20784315466880798, 0.16862745583057404]","[70.19999694824219, 68.4000015258789, 69.75, 66.1500015258789]"
1.44755E+18,"[3.4700000286102295, 3.3299999237060547, 3.2300000190734863, 3.619999885559082]","[-0.15300001204013824, 0.0820000022649765, 0.013000000268220901, 0.0]","[0.9725490808486938, 0.9490196704864502, 0.9529412388801575, 0.9490196704864502]","[0.23137256503105164, 0.1725490242242813, 0.2039215862751007, 0.19607844948768616]","[75.1500015258789, 70.19999694824219, 66.1500015258789, 70.6500015258789]"
1.44755E+18,"[3.419999837875366, 3.3399999141693115, 3.259999990463257, 3.619999885559082]","[-0.16900001466274261, 0.06400000303983688, 0.003000000026077032, 0.0]","[0.9450981020927429, 0.9137255549430847, 0.9215686917304993, 0.8941177129745483]","[0.22745099663734436, 0.1725490242242813, 0.19607844948768616, 0.14901961386203766]","[74.69999694824219, 71.0999984741211, 65.69999694824219, 65.25]"
1.44755E+18,"[3.3399999141693115, 3.429999828338623, 3.359999895095825, 3.4499998092651367]","[-0.16900001466274261, 0.024000000208616257, 0.0, -0.003000000026077032]","[0.9686275124549866, 0.9137255549430847, 0.9529412388801575, 0.9725490808486938]","[0.22352942824363708, 0.15294118225574493, 0.20000001788139343, 0.2039215862751007]","[72.9000015258789, 68.4000015258789, 66.5999984741211, 68.8499984741211]"
1.44755E+18,"[3.2699999809265137, 3.5199999809265137, 3.4600000381469727, 3.3399999141693115]","[-0.17100000381469727, 0.00800000037997961, -0.0020000000949949026, 0.005000000353902578]","[0.960784375667572, 0.9725490808486938, 0.9294118285179138, 0.9647059440612793]","[0.20784315466880798, 0.1568627506494522, 0.1882353127002716, 0.21568629145622253]","[71.0999984741211, 69.75, 69.29999542236328, 67.5]"
1.44755E+18,"[3.2200000286102295, 3.619999885559082, 3.5199999809265137, 3.309999942779541]","[-0.17000000178813934, 0.010000000707805157, -0.007000000216066837, -0.004000000189989805]","[0.9333333969116211, 0.9490196704864502, 0.9764706492424011, 0.9725490808486938]","[0.22352942824363708, 0.16078431904315948, 0.1725490242242813, 0.21176472306251526]","[73.79999542236328, 70.19999694824219, 67.5, 68.8499984741211]"
1.44755E+18,"[3.2799999713897705, 3.549999952316284, 3.4700000286102295, 3.3299999237060547]","[-0.1770000010728836, 0.018000001087784767, 0.01100000087171793, -0.006000000052154064]","[0.9450981020927429, 0.9098039865493774, 0.9490196704864502, 0.9686275124549866]","[0.21176472306251526, 0.16078431904315948, 0.19215688109397888, 0.22352942824363708]","[68.8499984741211, 69.29999542236328, 68.8499984741211, 69.75]"
1.44755E+18,"[3.319999933242798, 3.4600000381469727, 3.419999837875366, 3.359999895095825]","[-0.1770000010728836, 0.0, 0.023000001907348633, 0.003000000026077032]","[0.9254902601242065, 0.9411765336990356, 0.9215686917304993, 0.9843137860298157]","[0.2039215862751007, 0.1725490242242813, 0.1882353127002716, 0.20000001788139343]","[69.29999542236328, 68.4000015258789, 66.5999984741211, 68.4000015258789]"
1.44755E+18,"[3.3399999141693115, 3.3999998569488525, 3.379999876022339, 3.3999998569488525]","[-0.1680000126361847, -0.013000000268220901, 0.024000000208616257, 0.0]","[0.9568628072738647, 0.960784375667572, 0.8980392813682556, 0.9529412388801575]","[0.20000001788139343, 0.18039216101169586, 0.1764705926179886, 0.20784315466880798]","[69.75, 70.6500015258789, 66.1500015258789, 68.8499984741211]"
1.44755E+18,"[3.3299999237060547, 3.3999998569488525, 3.419999837875366, 3.359999895095825]","[-0.17000000178813934, 0.00800000037997961, 0.009000000543892384, 0.0]","[0.9411765336990356, 0.960784375667572, 0.9647059440612793, 0.9568628072738647]","[0.21176472306251526, 0.1568627506494522, 0.18431372940540314, 0.19215688109397888]","[71.54999542236328, 68.8499984741211, 66.5999984741211, 67.04999542236328]"
1.44755E+18,"[3.369999885559082, 3.359999895095825, 3.3999998569488525, 3.3299999237060547]","[-0.16600000858306885, 0.012000000104308128, 0.009000000543892384, 0.004000000189989805]","[0.9647059440612793, 0.9647059440612793, 0.9411765336990356, 0.9490196704864502]","[0.20784315466880798, 0.14509804546833038, 0.18039216101169586, 0.19215688109397888]","[72.9000015258789, 67.5, 67.5, 68.4000015258789]"
1.44755E+18,"[3.379999876022339, 3.359999895095825, 3.3999998569488525, 3.3399999141693115]","[-0.16500000655651093, 0.005000000353902578, 0.013000000268220901, -0.0020000000949949026]","[0.9411765336990356, 0.9372549653053284, 0.9137255549430847, 0.9411765336990356]","[0.20000001788139343, 0.14509804546833038, 0.18039216101169586, 0.1764705926179886]","[72.44999694824219, 69.75, 67.94999694824219, 67.5]"
1.44755E+18,"[3.369999885559082, 3.369999885559082, 3.369999885559082, 3.369999885559082]","[-0.15900000929832458, 0.021000001579523087, 0.014000000432133675, 0.0]","[0.9294118285179138, 0.9764706492424011, 0.9647059440612793, 0.9686275124549866]","[0.21176472306251526, 0.14509804546833038, 0.19607844948768616, 0.19215688109397888]","[72.0, 66.5999984741211, 67.94999694824219, 69.29999542236328]"
1.44755E+18,"[3.359999895095825, 3.3399999141693115, 3.369999885559082, 3.3299999237060547]","[-0.14100000262260437, 0.01900000125169754, -0.009000000543892384, 0.007000000216066837]","[0.9411765336990356, 0.9529412388801575, 0.9764706492424011, 0.9529412388801575]","[0.20784315466880798, 0.16470588743686676, 0.1568627506494522, 0.19607844948768616]","[71.0999984741211, 71.0999984741211, 64.79999542236328, 68.8499984741211]"
1.44755E+18,"[3.3299999237060547, 3.4499998092651367, 3.369999885559082, 3.369999885559082]","[-0.14100000262260437, 0.039000000804662704, -0.013000000268220901, -0.005000000353902578]","[0.9725490808486938, 0.9450981020927429, 0.9647059440612793, 0.9294118285179138]","[0.20784315466880798, 0.1568627506494522, 0.16862745583057404, 0.2039215862751007]","[71.54999542236328, 69.75, 67.94999694824219, 70.19999694824219]"
1.44755E+18,"[3.319999933242798, 3.4499998092651367, 3.3399999141693115, 3.4099998474121094]","[-0.14400000870227814, 0.04700000211596489, 0.0, 0.0]","[0.9647059440612793, 0.8901961445808411, 0.960784375667572, 0.9490196704864502]","[0.20784315466880798, 0.16078431904315948, 0.18431372940540314, 0.19215688109397888]","[71.0999984741211, 68.4000015258789, 68.8499984741211, 69.75]"
1.44755E+18,"[3.3299999237060547, 3.4099998474121094, 3.359999895095825, 3.379999876022339]","[-0.1420000046491623, -0.0010000000474974513, -0.004000000189989805, 0.020000001415610313]","[0.9490196704864502, 0.9921569228172302, 0.9764706492424011, 0.9490196704864502]","[0.22352942824363708, 0.1764705926179886, 0.21176472306251526, 0.1725490242242813]","[73.3499984741211, 70.19999694824219, 69.75, 65.69999694824219]"
1.44755E+18,"[3.2899999618530273, 3.4499998092651367, 3.369999885559082, 3.3999998569488525]","[-0.13199999928474426, 0.04200000315904617, -0.010000000707805157, 0.0]","[0.9411765336990356, 0.960784375667572, 0.9725490808486938, 0.9647059440612793]","[0.22352942824363708, 0.16078431904315948, 0.15294118225574493, 0.19215688109397888]","[71.54999542236328, 69.75, 60.75, 67.5]"
1.44755E+18,"[3.2899999618530273, 3.4700000286102295, 3.419999837875366, 3.369999885559082]","[-0.12800000607967377, 0.036000002175569534, -0.010000000707805157, 0.0]","[0.917647123336792, 0.917647123336792, 0.9529412388801575, 0.9764706492424011]","[0.2352941334247589, 0.14901961386203766, 0.20000001788139343, 0.2039215862751007]","[73.3499984741211, 68.4000015258789, 67.5, 68.8499984741211]"
1.44755E+18,"[3.2699999809265137, 3.509999990463257, 3.429999828338623, 3.359999895095825]","[-0.12300000339746475, 0.039000000804662704, -0.014000000432133675, -0.0020000000949949026]","[0.9411765336990356, 0.9529412388801575, 0.9254902601242065, 0.9411765336990356]","[0.21176472306251526, 0.125490203499794, 0.1411764770746231, 0.1764705926179886]","[71.0999984741211, 67.04999542236328, 63.0, 67.04999542236328]"
1.44755E+18,"[3.2899999618530273, 3.5, 3.429999828338623, 3.3399999141693115]","[-0.13500000536441803, 0.03400000184774399, -0.0020000000949949026, -0.003000000026077032]","[0.9686275124549866, 0.9372549653053284, 0.9686275124549866, 0.9450981020927429]","[0.22352942824363708, 0.18039216101169586, 0.18431372940540314, 0.19215688109397888]","[72.9000015258789, 72.0, 66.5999984741211, 66.5999984741211]"
1.44755E+18,"[3.309999942779541, 3.4700000286102295, 3.369999885559082, 3.359999895095825]","[-0.15900000929832458, -0.007000000216066837, 0.013000000268220901, -0.0010000000474974513]","[0.9686275124549866, 0.917647123336792, 0.917647123336792, 0.960784375667572]","[0.21568629145622253, 0.16470588743686676, 0.20000001788139343, 0.2039215862751007]","[71.54999542236328, 68.8499984741211, 66.5999984741211, 68.8499984741211]"
1.44755E+18,"[3.359999895095825, 3.429999828338623, 3.3299999237060547, 3.4600000381469727]","[-0.13600000739097595, 0.0020000000949949026, 0.004000000189989805, 0.006000000052154064]","[0.9843137860298157, 0.9686275124549866, 0.9490196704864502, 0.9529412388801575]","[0.20784315466880798, 0.16862745583057404, 0.21568629145622253, 0.16078431904315948]","[71.0999984741211, 67.5, 68.4000015258789, 63.89999771118164]"
1.44755E+18,"[3.359999895095825, 3.419999837875366, 3.319999933242798, 3.429999828338623]","[-0.1340000033378601, 0.0, 0.006000000052154064, -0.006000000052154064]","[0.9725490808486938, 0.9686275124549866, 0.960784375667572, 0.9647059440612793]","[0.23137256503105164, 0.19607844948768616, 0.20784315466880798, 0.1882353127002716]","[73.79999542236328, 71.0999984741211, 67.5, 67.04999542236328]"
1.44755E+18,"[3.3399999141693115, 3.4600000381469727, 3.3399999141693115, 3.4099998474121094]","[-0.15600000321865082, -0.03800000250339508, 0.01600000075995922, 0.006000000052154064]","[0.874509871006012, 0.960784375667572, 0.9764706492424011, 0.9843137860298157]","[0.250980406999588, 0.1568627506494522, 0.2039215862751007, 0.18039216101169586]","[73.79999542236328, 67.04999542236328, 66.5999984741211, 67.04999542236328]"
1.44755E+18,"[3.309999942779541, 3.429999828338623, 3.359999895095825, 3.379999876022339]","[-0.12700000405311584, -0.01900000125169754, 0.0, 0.005000000353902578]","[0.9764706492424011, 0.9529412388801575, 0.9686275124549866, 0.9686275124549866]","[0.2196078598499298, 0.1568627506494522, 0.1725490242242813, 0.18039216101169586]","[72.0, 67.5, 66.1500015258789, 66.1500015258789]"
1.44755E+18,"[3.2699999809265137, 3.509999990463257, 3.3999998569488525, 3.369999885559082]","[-0.12600000202655792, -0.015000000596046448, 0.004000000189989805, 0.0]","[0.988235354423523, 0.9529412388801575, 0.9568628072738647, 0.9294118285179138]","[0.2196078598499298, 0.16470588743686676, 0.16470588743686676, 0.1882353127002716]","[70.19999694824219, 68.4000015258789, 64.3499984741211, 65.25]"
1.44755E+18,"[3.240000009536743, 3.559999942779541, 3.3999998569488525, 3.3999998569488525]","[-0.125, -0.05300000309944153, -0.0020000000949949026, 0.0010000000474974513]","[0.9647059440612793, 0.9686275124549866, 0.9450981020927429, 0.9450981020927429]","[0.23137256503105164, 0.18431372940540314, 0.16078431904315948, 0.19215688109397888]","[74.25, 70.6500015258789, 64.3499984741211, 67.04999542236328]"
1.44755E+18,"[3.169999837875366, 3.629999876022339, 3.419999837875366, 3.3999998569488525]","[-0.13100001215934753, -0.07100000232458115, 0.006000000052154064, -0.006000000052154064]","[0.9725490808486938, 0.9294118285179138, 0.9647059440612793, 0.9725490808486938]","[0.24705883860588074, 0.125490203499794, 0.1568627506494522, 0.21176472306251526]","[74.25, 65.69999694824219, 64.3499984741211, 68.4000015258789]"
1.44755E+18,"[3.169999837875366, 3.669999837875366, 3.4499998092651367, 3.3999998569488525]","[-0.17100000381469727, -0.125, 0.014000000432133675, 0.0010000000474974513]","[0.9411765336990356, 0.8823530077934265, 1.0, 0.9843137860298157]","[0.21568629145622253, 0.16078431904315948, 0.14901961386203766, 0.21176472306251526]","[71.54999542236328, 68.8499984741211, 63.0, 68.8499984741211]"
1.44755E+18,"[3.1599998474121094, 3.669999837875366, 3.3999998569488525, 3.3999998569488525]","[-0.16900001466274261, -0.19500000774860382, 0.01600000075995922, 0.009000000543892384]","[0.8980392813682556, 0.917647123336792, 1.0, 0.9372549653053284]","[0.2352941334247589, 0.16078431904315948, 0.16862745583057404, 0.22352942824363708]","[72.44999694824219, 69.29999542236328, 66.5999984741211, 69.75]"
1.44755E+18,"[3.129999876022339, 3.7300000190734863, 3.4099998474121094, 3.3999998569488525]","[-0.12600000202655792, -0.1860000044107437, 0.01600000075995922, 0.0010000000474974513]","[0.8705883026123047, 0.9725490808486938, 0.9294118285179138, 0.9921569228172302]","[0.2196078598499298, 0.12941177189350128, 0.16862745583057404, 0.18039216101169586]","[70.6500015258789, 67.5, 64.79999542236328, 66.1500015258789]"
1.44755E+18,"[3.1599998474121094, 3.6599998474121094, 3.4600000381469727, 3.369999885559082]","[-0.11900000274181366, -0.14600001275539398, 0.012000000104308128, 0.006000000052154064]","[0.9294118285179138, 0.9215686917304993, 0.8627451658248901, 0.9686275124549866]","[0.2196078598499298, 0.16078431904315948, 0.14901961386203766, 0.2039215862751007]","[72.44999694824219, 67.94999694824219, 63.89999771118164, 67.94999694824219]"
1.44755E+18,"[3.2300000190734863, 3.569999933242798, 3.379999876022339, 3.359999895095825]","[-0.11900000274181366, -0.18900001049041748, 0.00800000037997961, 0.003000000026077032]","[0.9529412388801575, 0.9450981020927429, 0.9490196704864502, 0.9725490808486938]","[0.22745099663734436, 0.16862745583057404, 0.16078431904315948, 0.21568629145622253]","[70.6500015258789, 68.8499984741211, 65.69999694824219, 68.8499984741211]"
1.44755E+18,"[3.240000009536743, 3.4800000190734863, 3.359999895095825, 3.379999876022339]","[-0.10300000756978989, -0.1990000158548355, 0.0020000000949949026, 0.0]","[0.8941177129745483, 0.9019608497619629, 0.9764706492424011, 0.9490196704864502]","[0.22352942824363708, 0.15294118225574493, 0.2039215862751007, 0.2392157018184662]","[72.0, 66.1500015258789, 67.5, 73.3499984741211]"
1.44755E+18,"[3.319999933242798, 3.429999828338623, 3.369999885559082, 3.379999876022339]","[-0.1210000067949295, -0.2120000123977661, -0.004000000189989805, 0.006000000052154064]","[0.9137255549430847, 0.8862745761871338, 0.960784375667572, 0.9215686917304993]","[0.2196078598499298, 0.1764705926179886, 0.1764705926179886, 0.23137256503105164]","[71.54999542236328, 69.29999542236328, 66.1500015258789, 69.75]"
1.44755E+18,"[3.3299999237060547, 3.3999998569488525, 3.3299999237060547, 3.419999837875366]","[-0.13600000739097595, -0.24700000882148743, -0.0010000000474974513, -0.003000000026077032]","[1.0, 0.917647123336792, 0.9019608497619629, 0.8705883026123047]","[0.21568629145622253, 0.18039216101169586, 0.19607844948768616, 0.21176472306251526]","[71.0999984741211, 72.44999694824219, 68.4000015258789, 68.8499984741211]"
1.44755E+18,"[3.3299999237060547, 3.4600000381469727, 3.3299999237060547, 3.419999837875366]","[-0.1290000081062317, -0.2370000183582306, -0.00800000037997961, -0.003000000026077032]","[1.0, 0.9450981020927429, 0.9411765336990356, 0.8941177129745483]","[0.23137256503105164, 0.1882353127002716, 0.18431372940540314, 0.19607844948768616]","[72.9000015258789, 72.44999694824219, 64.79999542236328, 69.75]"
